Product ID;Name;Kategoria;Cena netto;Cena brutto;Ilość;Kategoria nadrzędna
660;Włóczka Gazzal Unicorn 1349 - zielone pesto;133;28.3;34.81;10;566
661;Włóczka Gazzal Unicorn 1351 - czekolada z mlekiem;133;25.7;31.61;10;566
662;Włóczka Gazzal Unicorn 1352 - pomarańczowy;133;32.72;40.24;10;566
663;Włóczka Gazzal Unicorn 1357 - kwiat wiśni;133;38.8;47.73;10;566
664;Włóczka Himalaya Dolphin Baby 302 - jasny żółty;105;38.88;47.82;10;564
665;Włóczka Himalaya Dolphin Baby 355 - ciemny łosoś;105;37.51;46.14;10;564
666;Włóczka Himalaya Dolphin Baby 333 - brzoskwiniowy jasny;105;18.36;22.58;10;564
667;Włóczka Himalaya Dolphin Baby 349 - jasny stary róż;105;14.29;17.58;10;564
668;Włóczka Himalaya Dolphin Baby 364 - średni fiolet;105;16.07;19.77;10;564
669;Włóczka Himalaya Dolphin Baby 315 - turkusowy niebieski;105;24.11;29.66;10;564
670;Włóczka Himalaya Dolphin Baby 354 - morska zieleń;105;37.54;46.18;10;564
671;Włóczka Himalaya Dolphin Baby 347 - średni miętowy;105;37.36;45.95;10;564
672;Włóczka Himalaya Dolphin Baby 345 - opal;105;11.58;14.24;10;564
673;Włóczka Himalaya Dolphin Baby 320 - średni szary;105;30.33;37.3;10;564
674;Włóczka HIMALAYA Everyday 001 - biały;135;28.32;34.83;10;578
675;Włóczka HIMALAYA Everyday 002 - ecru;135;10.69;13.15;10;578
676;Włóczka HIMALAYA Everyday 068 - waniliowy;135;28.23;34.72;10;578
677;Włóczka HIMALAYA Everyday 042 - żółty;135;29.48;36.26;10;578
678;Włóczka HIMALAYA Everyday 069 - tarta cytrynowa;135;14.64;18.01;10;578
679;Włóczka HIMALAYA Everyday 072 - jasny żółty;135;21.8;26.81;10;578
680;Włóczka HIMALAYA Everyday 058 - musztarda;135;27.01;33.22;10;578
681;Włóczka HIMALAYA Everyday 059 - pomarańczowy;135;23.58;29.0;10;578
682;Włóczka HIMALAYA Everyday 055 - rdza;135;35.57;43.75;10;578
683;Włóczka HIMALAYA Everyday 062 - ciemny łosoś;135;8.63;10.62;10;578
684;Włóczka HIMALAYA Everyday 037 - czerwony;135;30.77;37.85;10;578
685;Włóczka HIMALAYA Everyday 003 - liliowo-różowy;135;32.41;39.87;10;578
686;Włóczka HIMALAYA Everyday 006 - czerwony;135;31.67;38.95;10;578
687;Włóczka HIMALAYA Everyday 045 - fuksja;135;8.28;10.19;10;578
688;Włóczka HIMALAYA Everyday 071 - bordowy;135;34.9;42.93;10;578
689;Włóczka HIMALAYA Everyday Big 801 - biały;107;34.55;42.5;10;564
690;Włóczka HIMALAYA Everyday Big 802 - ecru;107;23.02;28.32;10;564
691;Włóczka HIMALAYA Everyday Big 806 - musztarda;107;11.81;14.53;10;564
692;Włóczka HIMALAYA Everyday Big 825 - rdza;107;23.82;29.3;10;564
693;Włóczka HIMALAYA Everyday Big 828 - różowy koral;107;29.11;35.8;10;564
694;Włóczka HIMALAYA Everyday Big 815 - czerwony;107;14.41;17.72;10;564
695;Włóczka HIMALAYA Everyday Big 813 - fuksja;107;15.93;19.59;10;564
696;Włóczka HIMALAYA Everyday Big 812 - różowy;107;34.49;42.42;10;564
697;Włóczka HIMALAYA Everyday Big 827 - średni stary róż;107;34.36;42.26;10;564
698;Włóczka HIMALAYA Everyday Big 814 - wino;107;24.8;30.51;10;564
699;Włóczka HIMALAYA Everyday Big 816 - fioletowa orchidea;107;36.15;44.47;10;564
700;Włóczka HIMALAYA Everyday Big 817 - ciemny fiolet;107;8.46;10.41;10;564
701;Włóczka HIMALAYA Everyday Big 822 - dżins;107;37.38;45.98;10;564
702;Włóczka HIMALAYA Everyday Big 821 - niebieski;107;21.74;26.74;10;564
703;Włóczka HIMALAYA Everyday Big 823 - granat;107;27.19;33.44;10;564
704;Włóczka HIMALAYA Himagurumi 101 - biały;136;28.37;34.9;10;578
705;Włóczka HIMALAYA Himagurumi 102 - złamana biel;136;20.72;25.48;10;578
706;Włóczka HIMALAYA Himagurumi 104 - śmietankowy;136;29.58;36.38;10;578
707;Włóczka HIMALAYA Himagurumi 105 - ecru;136;20.48;25.19;10;578
708;Włóczka HIMALAYA Himagurumi 164 - pszeniczny;136;38.94;47.9;10;578
709;Włóczka HIMALAYA Himagurumi 126 - żółty;136;26.41;32.48;10;578
710;Włóczka HIMALAYA Himagurumi 125 - cytrynowy;136;16.45;20.23;10;578
711;Włóczka HIMALAYA Himagurumi 159 - musztarda;136;40.39;49.68;10;578
712;Włóczka HIMALAYA Himagurumi 113 - jasny łosoś;136;14.72;18.1;10;578
713;Włóczka HIMALAYA Himagurumi 134 - czerwony;136;10.94;13.46;10;578
714;Włóczka HIMALAYA Himagurumi 133 - czerwony świąteczny;136;14.53;17.87;10;578
715;Włóczka HIMALAYA Himagurumi 118 - wyrazisty róż;136;30.32;37.29;10;578
716;Włóczka HIMALAYA Himagurumi 117 - średni róż;136;30.38;37.37;10;578
717;Włóczka HIMALAYA Himagurumi 116 - jasny róż;136;34.88;42.9;10;578
718;Włóczka HIMALAYA Himagurumi 115 - jasny pudrowy róż;136;30.33;37.3;10;578
719;Włóczka Imagine Baby Alpaca 100 - naturalna biel;103;39.28;48.31;10;564
720;Włóczka Imagine Baby Alpaca 206 - naturalny jasny brąz;103;18.01;22.15;10;564
721;Włóczka Imagine Baby Alpaca 207- naturalny beż;103;26.56;32.67;10;564
722;Włóczka Imagine Baby Alpaca 306 - naturalny brąz;103;25.21;31.01;10;564
723;Włóczka Imagine Baby Alpaca 410 - naturalny ciemny brąz;103;29.2;35.91;10;564
724;Włóczka Imagine Merino-Linen 10 - naturalny;118;11.79;14.5;10;564
725;Włóczka Imagine Merino-Linen 20 - żółty;118;23.51;28.92;10;564
726;Włóczka Imagine Merino-Linen 30 - róż;118;30.84;37.93;10;564
727;Włóczka Imagine Merino-Linen 40 - zielony;118;18.45;22.69;10;564
728;Włóczka Imagine Merino-Linen 50 - niebieski;118;15.09;18.56;10;564
729;Włóczka Imagine Merino-Linen 60 - ciemny szary;118;13.24;16.29;10;564
730;Włóczka KATIA Alabama 72 - miodowy;139;8.13;10.0;10;568
731;Włóczka KATIA Alabama 68 - jagodowy;139;8.13;10.0;10;568
732;Włóczka KATIA Alabama 75 - średni fiolet;139;8.13;10.0;10;568
733;Włóczka KATIA Alabama 14 - średni dżins;139;8.13;10.0;10;568
734;Włóczka KATIA Alabama 05 - granatowy morski;139;8.13;10.0;10;568
735;Włóczka KATIA Fair Cotton Granny 305;101;35.67;43.87;10;564
736;Włóczka KATIA Fair Cotton Granny 306;101;36.2;44.52;10;564
737;Włóczka KATIA Fair Cotton Granny 308;101;17.47;21.49;10;564
738;Włóczka KATIA Fair Cotton Granny 309;101;35.7;43.91;10;564
739;Włóczka KATIA Fair Cotton Infinity 100;101;35.9;44.16;10;564
740;Włóczka KATIA Fair Cotton Infinity 101;101;36.52;44.92;10;564
741;Włóczka KATIA Fair Cotton Infinity 102;101;11.07;13.62;10;564
742;Włóczka KATIA Fair Cotton Infinity 103;101;16.65;20.48;10;564
743;Włóczka KATIA Fair Cotton Infinity 104;101;37.5;46.12;10;564
744;Włóczka KATIA Fair Cotton Infinity 106;101;27.05;33.27;10;564
745;Włóczka KATIA Fair Cotton Infinity 107;101;19.54;24.04;10;564
746;Włóczka KATIA Love Wool 100 - ecru;141;34.2;42.06;10;568
747;Włóczka KATIA Love Wool 128 -  musztarda;141;31.89;39.23;10;568
748;Włóczka KATIA Love Wool 114 -  pomarańczowy;141;37.43;46.04;10;568
749;Włóczka KATIA Love Wool 130 - jasny łosoś;141;18.78;23.1;10;568
750;Włóczka KATIA Love Wool 115 -  czerwony;141;19.26;23.69;10;568
751;Włóczka KATIA Love Wool 109 -  średni różowy;141;19.84;24.4;10;568
752;Włóczka KATIA Love Wool 129 - bakłażan;141;26.24;32.27;10;568
753;Włóczka KATIA Love Wool 132 - fioletowy;141;25.18;30.97;10;568
754;Włóczka KATIA Love Wool 110 -  jasny niebieski;141;29.27;36.0;10;568
755;Włóczka KATIA Love Wool 125 - dżins;141;18.18;22.36;10;568
756;Włóczka KATIA Love Wool 121 - granatowy;141;21.25;26.14;10;568
757;Włóczka KATIA Love Wool 133 - szmaragd;141;29.73;36.57;10;568
758;Włóczka KATIA Love Wool 127 -  szałwia;141;29.59;36.4;10;568
759;Włóczka KATIA Love Wool 113 -  pistacjowy;141;9.77;12.02;10;568
760;Włóczka KATIA Love Wool 103 - szarobrązowy ciemny;141;27.63;33.98;10;568
761;KATIA Love Wool Tones  200 - burgund;141;35.05;43.11;10;568
762;KATIA Love Wool Tones  201 - brąz;141;13.47;16.57;10;568
763;KATIA Love Wool Tones  202 - ochra;141;34.11;41.96;10;568
764;KATIA Love Wool Tones  203 - turkus;141;26.19;32.21;10;568
765;KATIA Love Wool Tones  204 - granatowy;141;19.97;24.56;10;568
766;KATIA Love Wool Tones  205 - szary;141;22.63;27.84;10;568
767;Włóczka Symfonie Bella 4001 - jaśmin;142;52.85;65.0;10;569
768;Włóczka Symfonie Bella 4002 - sól himalajska;142;52.85;65.0;10;569
769;Włóczka Symfonie Bella 4003 - różowy piasek;142;52.85;65.0;10;569
770;Włóczka Symfonie Bella 4006 - zielona lemoniada;142;52.85;65.0;10;569
771;Włóczka Symfonie Bella 4012 - fioletowe szkiełko;142;52.85;65.0;10;569
772;Włóczka Symfonie Bella 4016 - limonkowy sorbet;142;52.85;65.0;10;569
773;Włóczka Symfonie Bella 4017 - szałwia;142;52.85;65.0;10;569
774;Włóczka Symfonie Bella 4018 - pawie oczko;142;52.85;65.0;10;569
775;Włóczka Symfonie Bella 4019 - szmaragdowe morze;142;52.85;65.0;10;569
776;Włóczka Symfonie Bella 4024 - koralowy blush;142;52.85;65.0;10;569
777;Włóczka Symfonie Bella 4027 - suszone papryczki chili;142;52.85;65.0;10;569
778;Włóczka Symfonie Bella VR4001 - brzeg rzeki;142;52.85;65.0;10;569
779;Włóczka Symfonie Bella VR4002 - światła nocy;142;52.85;65.0;10;569
780;Włóczka Symfonie Bella VR4003 - pejzaż mórz tropikalnych;142;52.85;65.0;10;569
781;Włóczka Symfonie Bella VR4004 - kawa wśród róż;142;52.85;65.0;10;569
782;Włóczka KnitPro Luna 3008 - rubelit;143;62.6;77.0;10;569
783;Włóczka Symfonie Luna 3001 - światło księżyca;143;62.6;77.0;10;569
784;Włóczka Symfonie Luna 3002 - różowa perła;143;62.6;77.0;10;569
785;Włóczka Symfonie Luna 3003 - świetlik;143;62.6;77.0;10;569
786;Włóczka Symfonie Luna 3004 - szafir;143;62.6;77.0;10;569
787;Włóczka Symfonie Luna 3005 - turkus;143;62.6;77.0;10;569
788;Włóczka Symfonie Luna 3006 - cyraneczka;143;62.6;77.0;10;569
789;Włóczka Symfonie Luna 3007 - śliwka;143;62.6;77.0;10;569
790;Włóczka Symfonie Luna 3009 - różowy agat;143;62.6;77.0;10;569
791;Włóczka Symfonie Luna 3010 - rubin;143;62.6;77.0;10;569
792;Włóczka Symfonie Luna 3011 - miedź;143;62.6;77.0;10;569
793;Włóczka Symfonie Luna 3012 - miodowy;143;62.6;77.0;10;569
794;Włóczka Symfonie Luna 3013 - szmaragdowo-zielony;143;62.6;77.0;10;569
795;Włóczka Symfonie Luna 3014 - oliwka;143;62.6;77.0;10;569
796;Włóczka Symfonie Luna 3015 - silver bangle;143;62.6;77.0;10;569
797;Włóczka Symfonie Terra 2001 - jaśmin;144;45.53;56.0;10;569
798;Włóczka Symfonie Terra 2002 - niebieskie miasto;144;45.53;56.0;10;569
799;Włóczka Symfonie Terra 2007 - zachód słońca;144;45.53;56.0;10;569
800;Włóczka Symfonie Terra 2008 - czerwona róża;144;45.53;56.0;10;569
801;Włóczka Symfonie Terra 2009 - suszone papryczki;144;45.53;56.0;10;569
802;Włóczka Symfonie Terra 2013 - szmaragd;144;45.53;56.0;10;569
803;Włóczka Symfonie Terra 2014 - pawie oczko;144;45.53;56.0;10;569
804;Włóczka Symfonie Terra 2015 - czarny pieprz;144;45.53;56.0;10;569
805;Włóczka Symfonie Terra 2016 - zielona lemoniada;144;45.53;56.0;10;569
806;Włóczka Symfonie Terra 2017 - kobalt;144;45.53;56.0;10;569
807;Włóczka Symfonie Terra 2020 - limonkowy sorbet;144;45.53;56.0;10;569
808;Włóczka Symfonie Terra 2023 - koralowy blush;144;45.53;56.0;10;569
809;Włóczka Symfonie Terra 2025 - Scarlet;144;45.53;56.0;10;569
810;Włóczka Symfonie Terra VR2001 - brzeg rzeki;144;45.53;56.0;10;569
811;Włóczka Symfonie Terra VR2002 - światła nocy;144;45.53;56.0;10;569
812;Włóczka Symfonie Viva 1001 - jaśmin;145;52.85;65.0;10;569
813;Włóczka Symfonie Viva 1005 - popiół drzewny;145;52.85;65.0;10;569
814;Włóczka Symfonie Viva 1031 - głęboki szmaragd;145;52.85;65.0;10;569
815;Włóczka Symfonie Viva 1032 - liść szpinaku;145;52.85;65.0;10;569
816;Włóczka Symfonie Viva 1044 - ciemny róż;145;52.85;65.0;10;569
817;Włóczka Symfonie Viva 1045 - bugenwilla;145;52.85;65.0;10;569
818;Włóczka Symfonie Viva 1047 - jaipur pink;145;52.85;65.0;10;569
819;Włóczka Symfonie Viva 1054 - granatowy zmierzch;145;52.85;65.0;10;569
820;Włóczka Symfonie Viva 1055 - lila;145;52.85;65.0;10;569
821;Włóczka Symfonie Viva VR1001 - brzeg rzeki;145;52.85;65.0;10;569
822;Włóczka Symfonie Viva VR1002 - światła nocy;145;52.85;65.0;10;569
823;Włóczka Symfonie Viva VR1003 - pustkowie;145;52.85;65.0;10;569
824;Włóczka Symfonie Viva VR1004 - pejzaż tropikalnych mórz;145;52.85;65.0;10;569
825;Włóczka Symfonie Viva VR1007 - kawa wśród róż;145;52.85;65.0;10;569
826;Włóczka Symfonie Viva VR1008 - letnie tchnienie;145;52.85;65.0;10;569
